issuekey,storypoint,description,title,,,,
61d6a682f4d395ee22280b05,7200,"downloaded portfolio archive url-encodes the FILENAME and not the URL in the html that refers to it (should be the other way around):\n\nWe're using sakai v2.5.x (revision 54155) at the moment and it exhibits this behavior--\n\n1. create a portfolio that refers to any resource that contains spaces (or anything requiring URL-encoding) in the file name\n- this could be a templated portfolio or a free-form portfolio\n\n2. view it on screen to make sure all is well\n\n3. click the portfolio's ""download"" link to get the ZIP archive\n\n4. expand the archive\n\n5a. examine the HTML that refers to the resource: no URL encoding there!\n5b. check the file name in the ""Resources"" folder: it's url-encoded!\n\nAs an example, I'm attaching a screen-shot showing downloaded HTML and the Resources file name -- in this case I used an image file as the attachment. The HTML contains an <img src=""repository/how can black prevail.png"" /> tag which should instead be <img src=""repository/how%20can%20black%20prevail.png"" /> . The file name is ""how%20can%20black%20prevail.png"" which should instead be ""how can black prevail.png"". Somehow the ""url-encode this string"" filter was planted on the filename instead of on the URL.\n\nCould this be related to http://jira.sakaiproject.org/jira/browse/SAK-13059 ...?\n",downloaded portfolio archive url-encodes the FILENAME and not the URL in the html that refers to it (should be vice-versa),,,,
61d6a682f4d395ee22280b31,1800,"Convert existing data from float to varchar. \n\nwrite a job to convert the grades for letter-grade and percentage-based gradebooks.  These updates are restricted to non-null grade records associated with gradebook items in a percentage or letter-based gradebook.  It's less than or equal to 0 will be skipped as well. Thi sjob will also update all existing gradebook items in letter-grade gradebooks to ""Ungraded"" and ""Not counted toward course grade.""  ",Conversion script for existing Data ,,,,
61d6a682f4d395ee22280b9c,21600,"Add additional text along with an additional link to the Course Grades screen that explains that in Letter Grade Gradebooks, \nthe instructor must enter the Course Grade manually in order for it to display to the student.",'Course Grade Options' screen - Add additional text along with an additional link to the Course Grades,,,,
61d6a682f4d395ee22280bfc,14400,Four webapps which were added later in the 2.6 development cycle are missing from the Websphere EAR file. These are:\nemailtemplateservice-tool.war\nproviders.war\nsakai-axis2.war\nsakai-site-manage-participant-helper.war\n,Webapps missing from Websphere EAR file,,,,
61d6a682f4d395ee22280c1b,86400,"Export / Import\n* Update validation - will need to be done item by item in cose one is non-calc and one is %, ect\n* Rethink the addition of new gradeboook items through the full spreadsheet upload - how do we indicate a new non-calc item?",Export / Import,,,,
61d6a682f4d395ee22280c1e,10800,Grade column in grading tables needs to account for non calculated grade ,Grade column in grading tables needs to account for non calculated grade ,,,,
61d6a682f4d395ee22280c1f,14400,"Fix Legends to remove ""counted"" info where needed ","Fix Legends to remove ""counted"" info where needed ",,,,
61d6a682f4d395ee22280c20,43200,Remove calculated course grade infor for non-calculated items ,Remove calculated course grade infor for non-calculated items ,,,,
61d6a682f4d395ee22280c21,21600,Ensure that user cannot switch grade entry type if grades exist ,Ensure that user cannot switch grade entry type if grades exist ,,,,
61d6a682f4d395ee22280c22,115200,Refactor UI validation to call service method,Refactor UI validation to call service method,,,,
61d6a682f4d395ee22280c23,7200,change api  from double to string and uncomment UI in the pom file,Fix UI Tool build ,,,,
61d6a682f4d395ee22280cba,21600,"Feed that gets the list of members for a site, including username, email, last login, role and status. Also make this feed pageable and sortable\nNote that currently getMembers() returns all user ids with no sorting or paging ability. This tends to be turned into a huge list of Participant or User or whatever is desired. Suggest sending all users for now and sorting in javascript OR implementing a sorta REST interface which is somewhat inefficient but can improve when the Sakai code improves (reduce the estimate if page/sort is deemed unimportant)\n","Feed that gets the list of members for a site, including username, email, last login, role and status.",,,,
61d6a682f4d395ee22280cbe,7200,The current describe view does not clearly indicate which fields are readable and writeable on an entity. The view needs to be updated to show which fields are readable and writeable and also needs to better separate the name of the field and the type of the field.,Need ability to tell which fields are writeable and readable on the describe page,,,,
61d6a682f4d395ee22280d15,120,"It appears that there is no 'to' field in the headers of email sent using Mailtool. There are good reasons for this I am sure, but our spam filter hates it!\n\nThis is an example of an email that is being blocked (and the rules that are blocking it) :\n\n//***************************\nReturn-Path: <amunro7@une.edu.au>\nX-Original-To: amunro5@une.edu.au\nDelivered-To: amunro5@une.edu.au\nReceived: from mailfilter2.une.edu.au (mailfilter2.une.edu.au [129.180.1.42])\n	by mail.une.edu.au (Postfix) with ESMTP id 51B0F1C004\n	for <amunro5@une.edu.au>; Fri,  5 Sep 2008 10:55:39 +1000 (EST)\nX-ASG-Debug-ID: 1220576138-509600710000-H60l85\nX-Barracuda-URL: http://129.180.1.42:8000/cgi-bin/mark.cgi\nReceived: from sakai-dev.une.edu.au (localhost [127.0.0.1])\n	by mailfilter2.une.edu.au (Spam Firewall) with ESMTP\n	id D0E228AA039; Fri,  5 Sep 2008 10:55:38 +1000 (EST)\nReceived: from sakai-dev.une.edu.au (sakai-dev.une.edu.au [129.180.3.184]) by mailfilter2.une.edu.au with ESMTP id ivYJSNsCyv4rAmyx; Fri, 05 Sep 2008 10:55:38 +1000 (EST)\nMessage-ID: <1342890358.1220576138781.JavaMail.sakai@sakai-dev.une.edu.au>\nFrom: Alexander MUNRO <amunro7@une.edu.au>\nX-ASG-Orig-Subj: Alex's DEV Unit:\nSubject: [SPAM?]  Alex's DEV Unit:\nCc: amunro7@une.edu.au\nMime-Version: 1.0\nContent-Type: multipart/mixed; \n	boundary=""----=_Part_0_336542017.1220576138749""\nX-Barracuda-Connect: sakai-dev.une.edu.au[129.180.3.184]\nX-Barracuda-Start-Time: 1220576138\nDate: Fri,  5 Sep 2008 10:55:38 +1000 (EST)\nX-Barracuda-Bayes: INNOCENT GLOBAL 0.5110 1.0000 0.7500\nX-Barracuda-Virus-Scanned: by UNE email spam and virus firewall 2 at une.edu.au\nX-Barracuda-Spam-Score: 3.38\nX-Barracuda-Spam-Status: Yes, SCORE=3.38 using per-user scores of TAG_LEVEL=1.8 QUARANTINE_LEVEL=1000.0 KILL_LEVEL=5.5 tests=HTML_MESSAGE, HTML_MIME_NO_HTML_TAG, MIME_HTML_ONLY, MISSING_HEADERS\nX-Barracuda-Spam-Report: Code version 3.2, rules version 3.2.1.4675\n	Rule breakdown below\n	 pts rule name              description\n	---- ---------------------- --------------------------------------------------\n	1.58 MISSING_HEADERS        Missing To: header\n	0.00 HTML_MESSAGE           BODY: HTML included in message\n	0.00 MIME_HTML_ONLY         BODY: Message only has text/html MIME parts\n	1.05 HTML_MIME_NO_HTML_TAG  HTML-only message, but there is no HTML tag\nX-Priority: 5 (Lowest)\nX-MSMail-Priority: Low\nImportance: Low\nX-Barracuda-Spam-Flag: YES\n\n------=_Part_0_336542017.1220576138749\nContent-Type: text/html; charset=us-ascii\nContent-Transfer-Encoding: 7bit\n\n<p><strong>this is bold text</strong></p>\n<p>&nbsp;</p>\n<p><u>underline me</u></p>\n------=_Part_0_336542017.1220576138749--\n\n//***************************\n\nPlain text emails are also a problem because of this issue :\n\n//***************************\nX-Barracuda-Virus-Scanned: by UNE email spam and virus firewall 2 at une.edu.au\nX-Barracuda-Spam-Score: 4.69\nX-Barracuda-Spam-Status: Yes, SCORE=4.69 using per-user scores of TAG_LEVEL=1.8 QUARANTINE_LEVEL=1000.0 KILL_LEVEL=5.5 tests=MISSING_HEADERS\nX-Barracuda-Spam-Report: Code version 3.2, rules version 3.2.1.4677\n	Rule breakdown below\n	 pts rule name              description\n	---- ---------------------- --------------------------------------------------\n	1.58 MISSING_HEADERS        Missing To: header\nX-Priority: 5 (Lowest)\nX-MSMail-Priority: Low\nImportance: Low\nX-Barracuda-Spam-Flag: YES\n//***************************\n\nThis issue does not seem to be addressed in 2.5 - can/should it be?\n\nThanks",Mailtool 'to' field missing from header,,,,
61d6a682f4d395ee22280d27,86400,The encoding of collections within objects is currently not very friendly to JSON parsing because of the way Xstream handles it. Need to look into using different encoders and possibly dumping Xstream entirely in favor of something like gson or some other translaters which work directly with maps instead of objects.,Improve encoding to support the UX initiative,,,,
61d6a682f4d395ee222816ca,900,"Problem:\n\nThe User ID edit field for the search function is unlabeled. Users can tell what to enter in the edit field when using the Forms List Dialogue, but when navigating in Forms Mode they cannot tell; JAWS only says ""edit.""\n\nDesired Behaviors:\n\nThe field should be labeled so adaptive technologies can describe the field to users.\n\nRecommended Repairs:\n\nSee comments below...",Accessibility: Missing form field labels (User Membership),,,,
61d6a682f4d395ee2228194e,14400,"In the Roster view of the Gradebook (with categories), choose to filter by category.  The roster will show you the selected category and the associated items.  Click on a student's name to go to the student summary page.  The roster page just reloads instead of redirecting to the student's summary.","In Roster filtered by category, student name link no longer directs user to Student Summary page",,,,
61d6a682f4d395ee22281ce8,288000,"The chat text displayed on the main page is no longer applicable in all situations given that it's possible to restrict the view of archived messages.   \nCurrent text: All chat messages are archived and can be read by any site participant.\n\nKristol, can you suggest an alternative and assign this to Chris?\n",Chat text no longer correct in all situations,,,,
61d6a797f4d395ee22283694,1200,"It seems odd to have pages repeated in the breadcrumb list. Perhaps listing each page only once (either the first or last occurence) would keep this shorter and simpler, effectively making it a ""recently visited"" page. It's value is to go back to a previously-visited page (e.g. analogous to the Go menu in Firefox), so listing pages more than once doesn't help.",Breadcrumb doesnt appear quite right.,,,,
61d6a797f4d395ee2228369b,3600,"The page layout for all pages has two panes, a main pane on the left and a smaller pane on the right for guidance and other help. This is useful on the edit view, but we haven't found it so useful on the 'normal' view. I suggest we remove it from the 'normal' view until/unless requested. Ideally, it would be a configuration option, but this is not critical for v1.",Remove editable right hand pane from 'normal' view,,,,
61d6a797f4d395ee2228369e,28800,Editing a page is currently the only way to change the permissions associated with that page. In some ways this is undesirable because editing permissions thus causes a new revision to be created. Similarly it is not obvious where that changing a document's permissions belongs on the edit page.\n\nShould this be moved to info or moved elsewhere i.e. to some admin page?,Move editing of document permissions off edit page,,,,
61d6a797f4d395ee222836b5,57600,"Currently, there is no facility to change the owner and the group of a RWiki Page. Some functionality should be created.",Create ChangeOwner and ChangeGroup (Realm) Functionality,,,,
61d6a797f4d395ee2228384f,7200,"During the scores action on a survey, the anonymous users are resolved in TotalScoresListener by a call to UserDirectoryService. Because these users will not exist in most if not all external directory providers, this call to UserDirectoryService throws an exception causing a blank screen. \n\nIn TotalScoresListener.totalScores , a new AgentFacade is created and calls to this facade delegate to UserDirectoryService. Would it be possible to test for the anonymous survey taker and if found, bypass the creation of the AgentFacade creation?\n\n\nStack trace (each anonymous user for the survey throws the same error):\n\nINFO: TotalScore LISTENER. (2005-08-19 15:22:05,497 TP-Processor1_org.sakaiproject.tool.assessment.ui.listener.evaluation.TotalScoreListener)\nRACHEL: Creating a new totalscoresbean\nINFO: Calling totalScores. (2005-08-19 15:22:05,544 TP-Processor1_org.sakaiproject.tool.assessment.ui.listener.evaluation.TotalScoreListener)\n123474.380: [GC 123474.380: [DefNew: 228961K->16975K(235968K), 0.2352440 secs] 686798K->477668K(1022400K), 0.2353900 secs]\n123480.375: [GC 123480.376: [DefNew: 226256K->3284K(235968K), 0.1089590 secs] 686949K->466657K(1022400K), 0.1092240 secs]\n123486.023: [GC 123486.023: [DefNew: 213075K->3198K(235968K), 0.1000640 secs] 676448K->466571K(1022400K), 0.1001690 secs]\nERROR: org.sakaiproject.component.legacy.user.IndianaUnivUserDirectoryProvider@1ba1d9.getUser(): getAdsPerson(anonymous_1123690389818) failed: javax.naming.NameNotFoundException: [LDAP: error code 32 - 0000208D: NameErr: DSID-031001CD, problem 2001 (NO_OBJECT), data 0, best match of:\n	'OU=Accounts,DC=ads,DC=iu,DC=edu'",UserDirectory errors when reviewing scores for Survey,,,,
61d6a797f4d395ee22283856,432000,[Placeholder]\nAbility to filter items (e.g. in a roster) by one or more sections,!Samigo Section Awareness - Filter View by Section (Lydia 0.2),,,,
61d6a797f4d395ee22283859,57600,"[Placeholder]\nplan of action for mapping Samigo's roles to Sakai's roles (SAM-514)\nmust include the new ""section leader"" role",technical specification for role mapping (SAM-514),,,,
61d6a797f4d395ee2228385a,144000,we want 2.1 to be QUALITY. let's make sure the documentation is right for 2.1,review KB documentation,,,,
61d6a797f4d395ee2228385b,57600,[Placeholder]\nplan of action for clean stand alone version of SAMigo (SAM-515)\nmust consult UCB (prob. Ray) for how gradebook was done.,technical specification for clean stand alone (SAM-515),,,,
61d6a797f4d395ee2228385c,57600,update mockups after usability review for minimal functionality/UI improvements\n,mockup revisions,,,,
61d6a797f4d395ee2228385e,115200,Test 2.0.1 version of Samigo and suggest minimal set UI improvements.,usability testing of 2.0.1,,,,
61d6a797f4d395ee2228385f,576000,"[Placeholder]\nSamigo needs to consume the roles provided it by Sakai rather than assume 'maintain' and 'access'.\nmust include new ""section leader"" role\nWill this mapping be to legacy or to Sakai 2 superstructure?",map internal roles to Sakai provided roles,,,,
61d6a797f4d395ee22283862,576000,"[Placeholder]\nassuming the work of SAM-513, allow for the return of a clean stand-alone build, binding to a non-Sakai system and documentation for how one would do this","clean stand-alone build, binding and documentation",,,,
61d6a797f4d395ee22283876,484200,"Add audio question type to authoring (including question pools), delivery, and grading.\n\nResearch page:\nhttp://bugs.sakaiproject.org/confluence/display/SAM/Audio+Recording+Applet+Research",Add audio question type,,,,
61d6a797f4d395ee222838dc,144000,"Once the section manager is operational in standalone mode, develop an implementation of the Section Management API that uses sakai services for site membership.",Develop sakai implementation of section management -- Phase 1,,,,
61d6a797f4d395ee222838dd,144000,"Once the section aware tools are using the standalone section awareness implementation successfully, develop an implementation that uses sakai framework services (groups?  course management?  TBD...) to store and retrieve data.",Develop sakai implementation of section management -- Phase 2,,,,
61d6a797f4d395ee222838df,288000,"Once the rough page views are complete, add the missing functionality one page at a time.",Add remaining functionality to rough page views,,,,
61d6a797f4d395ee222838e1,57600,"Adding section-awareness to Gradebook and Samigo will probably be done standalone, so the section awareness service will need to be standalone deployable outside of a webapp.",Repackage section awareness service for use in standalone gb and sam,,,,
61d6a797f4d395ee222838e2,432000,"Create rough page views (sans css, sorting, etc) for each page defined in the wireframes.",Create initial page views,,,,
61d6a797f4d395ee222838e3,57600,Implement section manager api in hibernate for standalone application testing.,Implement standalone section manager api,,,,
61d6a797f4d395ee22283905,7200,"In trying to produce a reduce environment to speed compile time on a slow box with little memory, I removed the following components from my Sakai source directory:\n\nedu, gradebook, profile, sam, scheduler, sections, and syllabus\n\nWhen I deployed this system, new site creation is broken.  This is not a big deal because the fix is to simply not delete the directories and all is well.\n\nI have figured out the problem and will soon commit a very simple fix - the problem comes down to a dependency between a tool being present in the template used to create new sites and having the tool present in the system.\n\nThis does not apply *at all* to the standard release code or any standard check out.  Just a situation where you do a checkout and remove some elements from the source manually.\n\n./legacy/component/src/java/org/sakaiproject/component/legacy/site/BaseSiteService.java",Removing Components from Sakai Source can cause unstable behavior,,,,
61d6a797f4d395ee22283a91,600,"page 4:\n\nYou can ask Maven for a description of these and all other goals available by issuing the\n""maven -g"" command.\n\nis true only if you have installed the Sakai plugin in your Maven environment.",Doc bug: sakai_maven.pdf,,,,
61d6a797f4d395ee22283aed,36000,Mac OS/X 10.4 now supports https connections for DAV which means that we should swithc from documenting Goliath to documenting the native MacOS way to make DAV connections.,Update WebDav instructions in Resource tool based on Mac OS 10.4,,,,
61d6a797f4d395ee22283b05,57600,stub (JIRA throws exception),"Database errors in Oracle, HSQ",,,,
61d6a797f4d395ee22283b91,3600,"The code that handles properties of types xsd:date, xsd:time and xsd:datetime are supposed to capture user input and save it in a sakai Time object.  The value of the Time object should then be saved as a string in ResourceProperties.  That translation is not happening correctly.\n\nThe observable behavior from the user perspective is that dates appear as today's date (the default value) when an item's Dublin Core Metadata is displayed after the properties have been updated and re-edited (even if some other date has been specified).  Note: the correct date is displayed until the ""update"" button is clicked.",Dates are not saved correctly within Dublin Core Metadata,,,,
61d6a797f4d395ee22283c34,3600,"If users of this gradebook can read what each tab means by highlighting it, that would be great. The problem I found is that I can enter a value exceeding the assigned value to each assignment. For example, if an assignment is worth 5 points, I suppose to give students the points ranging from 0 to 5, but if I give students 8 or 10, it still works and save the values. ",Grade input can be higher than assignment value,,,,
61d6a797f4d395ee22283c6b,60,"A bug in Hypersonic database drivers wrt. Sakai usage causes timestamps stored in the system to be corrupted. Bug is reported at Sourceforge ID 1191815 \n\nhttp://sourceforge.net/tracker/index.php?func=detail&aid=1191815&group_id=23316&atid=378131\n\nThis only affects usage of ResultSet and PreparedStatement when a Calendar argument is supplied (as it is throughout the Sakai codebase) but affects all known versions of HSQL including current HEAD (as of 28 April 2005 revision of jdbcResultSet.java is 1.15 of 8 weeks vintage). \n\nI enclose a patched hypersonic driver jar with minimal changes from the 1.7.2.2 version bundled with recent versions of Sakai. The patch text is available at sourceforge and should be applicable against subsequent versions. This jar is larger than the repository version since debugging symbols have been retained.\n\nSuggestions/Comments:\ni) HSQL needs non-negligable reworking to gain proper timezone support (see sourceforge comment), although the supplied patch solves the problem 99%. Perhaps another database such as CloudScape for the ""QuickStart"" environment might prove more durable and performant. HSQL startup time is already > 7 seconds with the default install on average hardware.\n\nii) Database timestamps are probably an environmental rather than a user (client)-level issue, so perhaps should not be being supplied via API calls. The only possible function is to allow portability of database files to installations in different timezones, but this could be (and probably is already being, in HSQL) achieved by simply storing all timestamps relative to UTC. However, the Sakai usage of JDBC is within the spec and should be being supported by the driver.\n\nMy ""1 minute"" time estimate for this problem is based on a solution involving simply replacing the HSQL jar :P Any of the other resolutions would naturally take somewhat longer... ",Bug in HSQL driver causes corrupted timestamps,,,,
61d6a797f4d395ee22283cc3,14400,A feature matrix for comparing the Sakai Resources Tool (legacy) with OSPI ePortfolio's Repository sub-tool.,OPSI Repository vs. Resources Tool Evaluation,,,,
61d6a797f4d395ee22283cc8,14400,Compile paging table final spec,JSF Components: Paging Table: Compile paging table final spec ,,,,
61d6a797f4d395ee22283cc9,14400,Spec out Sakai-wide requirements for paging table component.,JSF Components: Paging Table:    Spec out Sakai-wide requirements for paging ,,,,
61d6a797f4d395ee22283cca,14400,Spec out SAMigo requirements for paging table component,JSF Components: Paging Table: Spec out SAMigo requirements for paging table component ,,,,
61d6a797f4d395ee22283ccb,14400,Spec out Gradebook requirements for paging table component.,JSF Components: Paging Table: Spec out Gradebook requirements for paging ,,,,
61d6a797f4d395ee22283ccc,14400,"Investigate existing JSF components in Sakai, SAMigo, MyFaces for anything that can be leveraged for paging and sorting. \n \n",JSF Components: Paging Table: Investigate existing components ,,,,
61d6a797f4d395ee22283ccd,7200,http://bugs.sakaiproject.org/confluence/display/SG2X/Messaging,JSF Components: Messaging: Look at messaging approach in Sakai 1.5 ,,,,
61d6a797f4d395ee22283cce,7200,Check the MyFaces implementation of Message to see if it's improved on the Sun RI. \n\nDiscussion Area \nhttp://bugs.sakaiproject.org/confluence/display/SG2X/Messaging,JSF Components: Messaging: Check the MyFaces implementation of Message to see if it's improved on the Sun RI ,,,,
61d6a797f4d395ee22283ccf,7200,Specify updated application menu in the Style Guide. \n\nDiscussion Area: \nhttp://bugs.sakaiproject.org/confluence/display/SG2X/Application+Menu,JSF Components: Application Menu: Add to Style Guide ,,,,
61d6a797f4d395ee22283cd0,259200,Add notion of current position to allow for disabling or removing links. \n\nDiscussion Area \nhttp://bugs.sakaiproject.org/confluence/display/SG2X/Application+Menu\n,JSF Components: Application menu: Add notion of current position to allow for disabling or removing links ,,,,
61d6a797f4d395ee22283d1b,14400,"In the default sakai.properties file, the helpEnabled variable is commented out by default:\n\n  #should the title help button be visible?  By default it is.\n  #helpEnabled=false\n\nEven though this variable is disabled (commented out), help should be enabled by default.  So really, the only setting that would affect the behavior of help would be:\n\n  #should the title help button be visible?  By default it is.\n  helpEnabled=false\n\nPlease modify the code that paints the context sensitive help icon in the JSF title bar.  Thanks, L",Syllabus title bar not implementing helpEnabled=true by default,,,,
61d6a797f4d395ee22283d26,57600,Testing by QA team as tool changes are complete,Assignments  - QA,,,,
61d6a797f4d395ee22283d29,10800,Assignments - Design Review,Assignments - Design Review,,,,
61d6a797f4d395ee22283d2a,7200,Discuss technical considerations / requirements / plan for implementation - currently scheduled weekly,Assignments - Technical / Design review,,,,
61d6a797f4d395ee22283d2b,54000,Create mock-ups and storyboard,Assignments  - Design,,,,
61d6a797f4d395ee22283d2c,86400,Testing by QA team as tool changes are complete,Attachments  - QA,,,,
61d6a797f4d395ee22283d2d,144000,Java development at the action class and service levels,Attachments - Tool and service development,,,,
61d6a797f4d395ee22283d2e,108000,CSS and velocity develpment,Attachments - Presentation layer development,,,,
61d6a797f4d395ee22283d2f,10800,Review design for styleguide adherance and interaction flow,Attachments - Design Review,,,,
61d6a797f4d395ee22283d30,7200,Discuss technical considerations / requirements / plan for implementation - currently scheduled weekly,Attachments - Technical / Design review,,,,
61d6a797f4d395ee22283d31,72000,Create mock-ups and storyboard,Attachments  - Design,,,,
61d6a797f4d395ee22283d32,86400,Testing by QA team as tool changes are complete,Permissions  - QA,,,,
61d6a797f4d395ee22283d33,115200,Java development at the action class and service levels,Permissions - Tool and service development,,,,
61d6a797f4d395ee22283d34,36000,CSS and velocity develpment,Permissions - Presentation layer development,,,,
61d6a797f4d395ee22283d35,10800,Review design for styleguide adherance and interaction flow,Permissions - Design Review,,,,
61d6a797f4d395ee22283d36,7200,Discuss technical considerations / requirements / plan for implementation - currently scheduled weekly,Permissions - Technical / Design review,,,,
61d6a797f4d395ee22283d37,108000,Create mock-ups and storyboard,Permissions  - Design,,,,
61d6a797f4d395ee22283d38,86400,Testing by QA team as tool changes are complete,Merge   - QA,,,,
61d6a797f4d395ee22283d39,115200,Java development at the action class and service levels,Merge  - Tool and service development,,,,
61d6a797f4d395ee22283d3a,36000,CSS and velocity develpment,Merge  - Presentation layer development,,,,
61d6a797f4d395ee22283d3b,10800,Review design for styleguide adherance and interaction flow,Merge  - Design Review,,,,
61d6a797f4d395ee22283d3c,7200,Discuss technical considerations / requirements / plan for implementation - currently scheduled weekly,Merge  - Technical / Design review,,,,
61d6a797f4d395ee22283d3d,72000,Create mock-ups and storyboard,Merge   - Design,,,,
61d6a797f4d395ee22283d3e,57600,Testing by QA team as tool changes are complete,Error messages / pages  - QA,,,,
61d6a797f4d395ee22283d3f,144000,Java development at the action class and service levels,Error messages / pages - Tool and service development,,,,
61d6a797f4d395ee22283d41,10800,Review design for styleguide adherance and interaction flow,Error messages / pages - Design Review,,,,
61d6a797f4d395ee22283d42,7200,Discuss technical considerations / requirements / plan for implementation - currently scheduled weekly,Error messages / pages - Technical / Design review,,,,
61d6a797f4d395ee22283d43,72000,Create mock-ups and storyboard,Error messages / pages  - Design,,,,
61d6a797f4d395ee22283d44,144000,Analysis to outline all error message locations,Error messages / pages  - Analysis,,,,
61d6a797f4d395ee22283d45,3600,Testing by QA team as tool changes are complete,News  tool - QA,,,,
61d6a797f4d395ee22283d46,43200,Java development at the action class and service levels,News tool - Tool and service development,,,,
61d6a797f4d395ee22283d47,14400,CSS and velocity develpment,News tool - Presentation layer development,,,,
61d6a797f4d395ee22283d48,3600,Review design for styleguide adherance and interaction flow,News tool - Design Review,,,,
61d6a797f4d395ee22283d49,7200,Discuss technical considerations / requirements / plan for implementation - currently scheduled weekly,News Tool  - Technical / Design review,,,,
61d6a797f4d395ee22283d4a,18000,Create mock-ups and storyboard,News  tool - Design,,,,
61d6a797f4d395ee22283d4b,3600,Testing by QA team as tool changes are complete,Web Content  tool - QA,,,,
61d6a797f4d395ee22283d4c,43200,Java development at the action class and service levels,Web Content tool - Tool and service development,,,,
61d6a797f4d395ee22283d4d,14400,CSS and velocity develpment,Web Content tool - Presentation layer development,,,,
61d6a797f4d395ee22283d4e,3600,Review design for styleguide adherance and interaction flow,Web Content tool - Design Review,,,,
61d6a797f4d395ee22283d4f,7200,Discuss technical considerations / requirements / plan for implementation - currently scheduled weekly,Web Content Tool  - Technical / Design review,,,,
61d6a797f4d395ee22283d50,18000,Create mock-ups and storyboard,Web Content  tool - Design,,,,
61d6a797f4d395ee22283d51,28800,Testing by QA team as tool changes are complete,Administrative tools  tool - QA,,,,
61d6a797f4d395ee22283d52,144000,Java development at the action class and service levels,Administrative tools tool - Tool and service development,,,,
61d6a797f4d395ee22283d53,144000,CSS and velocity develpment,Administrative tools tool - Presentation layer development,,,,
61d6a797f4d395ee22283d54,7200,Review design for styleguide adherance and interaction flow,Administrative tools tool - Design Review,,,,
61d6a797f4d395ee22283d55,7200,Discuss technical considerations / requirements / plan for implementation - currently scheduled weekly,Administrative tools Tool  - Technical / Design review,,,,
61d6a797f4d395ee22283d56,108000,Create mock-ups and storyboard,Administrative tools  tool - Design,,,,
61d6a797f4d395ee22283d57,14400,Testing by QA team as tool changes are complete,Worksite Setup  tool - QA,,,,
61d6a797f4d395ee22283d58,57600,Java development at the action class and service levels,Worksite Setup tool - Tool and service development,,,,
61d6a797f4d395ee22283d59,57600,CSS and velocity development,Worksite Setup tool - Presentation layer development,,,,
61d6a797f4d395ee22283d5a,3600,Review design for styleguide adherence and interaction flow,Worksite Setup tool - Design Review,,,,
61d6a797f4d395ee22283d5b,7200,Discuss technical considerations / requirements / plan for implementation - currently scheduled weekly,Worksite Setup Tool  - Technical / Design review,,,,
61d6a797f4d395ee22283d5c,25200,Create mock-ups and storyboard,Worksite Setup  tool - Design,,,,
61d6a797f4d395ee22283d5d,7200,Testing by QA team as tool changes are complete,Site Info  tool - QA,,,,
61d6a797f4d395ee22283d5e,57600,Java development at the action class and service levels,Site Info tool - Tool and service development,,,,
61d6a797f4d395ee22283d5f,57600,CSS and velocity development,Site Info tool - Presentation layer development,,,,
61d6a797f4d395ee22283d60,3600,Review design for styleguide adherence and interaction flow,Site Info tool - Design Review,,,,
61d6a797f4d395ee22283d61,7200,Discuss technical considerations / requirements / plan for implementation - currently scheduled weekly,Site Info Tool  - Technical / Design review,,,,
61d6a797f4d395ee22283d62,25200,Create mock-ups and storyboard,Site Info  tool - Design,,,,
61d6a797f4d395ee22283d63,7200,Testing by QA team as tool changes are complete,Membership  tool - QA,,,,
61d6a797f4d395ee22283d64,86400,Java development at the action class and service levels,Membership tool - Tool and service development,,,,
61d6a797f4d395ee22283d65,86400,CSS and velocity development,Membership tool - Presentation layer development,,,,
61d6a797f4d395ee22283d66,3600,Review design for styleguide adherence and interaction flow,Membership tool - Design Review,,,,
61d6a797f4d395ee22283d68,43200,Create mock-ups and storyboard,Membership  tool - Design,,,,
61d6a797f4d395ee22283d69,7200,Testing by QA team as tool changes are complete,Preferences  tool - QA,,,,
61d6a797f4d395ee22283d6a,28800,Java development at the action class and service levels,Preferences tool - Tool and service development,,,,
61d6a797f4d395ee22283d6b,28800,CSS and velocity development,Preferences tool - Presentation layer development,,,,
61d6a797f4d395ee22283d6c,3600,Review design for styleguide adherence and interaction flow,Preferences tool - Design Review,,,,
61d6a797f4d395ee22283d6e,39600,Create mock-ups and storyboard,Preferences  tool - Design,,,,
61d6a797f4d395ee22283d82,7200,"Review and comment on Gradebook AuthN approach. The URL filtering is implemented. If there are problems with this approach, they need to be identified fairly soon.\n\nDiscussion and details:\nhttp://bugs.sakaiproject.org/confluence/display/SG2X/URL+Filtering_AuthN", Sakai Integration -- Presentation,,,,
61d6a797f4d395ee22283d8a,57600,"Based on feedback from team members, a second round of mockups. It is hoped this version of mockups will be delivered to developers.",2nd Round Mockups,,,,
61d6a797f4d395ee22283d91,28800,Schedule tool - QA Testing by QA team as tool changes are complete,QA testing,,,,
61d6a797f4d395ee22283d92,86400,Schedule tool - Tool and service development,\n-Java development at the action class and service levels,Java development,,,
61d6a797f4d395ee22283d93,129600,Schedule tool - Presentation layer development,\n-CSS and velocity development,Presentation layer,,,
61d6a797f4d395ee22283d94,7200,Schedule Tool  - Technical / Design review,\n-Discuss technical considerations / requirements / plan for implementation - currently scheduled weekly\n-Review design for styleguide adherence and interaction flow\n,Design & technical review,,,
61d6a797f4d395ee22283d95,64800,Schedule tool - Design,\n-Create mock-ups and storyboard,Design,,,
61d6a797f4d395ee22283d96,7200,Email archive tool - QA Testing by QA team as tool changes are complete,QA testing,,,,
