issuekey,storypoint,description,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c882c,144000,"When my java client runs in JRE1.6, it throws the exception\n\n\nException in thread ""main"" java.lang.reflect.UndeclaredThrowableException\n\n      at $Proxy0.authenticateUser(Unknown Source)\n\n      at gui.Test.main(Test.java:40)\n\nCaused by: java.rmi.MarshalException: Failed to communicate.  Problem during marshalling/unmarshalling; nested exception is: \n\n      java.io.StreamCorruptedException: invalid type code: 00\n\n      at org.jboss.remoting.transport.socket.SocketClientInvoker.transport(SocketClientInvoker.java:306)\n\n      at org.jboss.remoting.RemoteClientInvoker.invoke(RemoteClientInvoker.java:143)\n\n      at org.jboss.remoting.Client.invoke(Client.java:525)\n\n      at org.jboss.remoting.Client.invoke(Client.java:488)\n\n      at org.jboss.aspects.remoting.InvokeRemoteInterceptor.invoke(InvokeRemoteInterceptor.java:55)\n\n      at org.jboss.aop.joinpoint.MethodInvocation.invokeNext(MethodInvocation.java:101)\n\n      at org.jboss.aspects.tx.ClientTxPropagationInterceptor.invoke(ClientTxPropagationInterceptor.java:61)\n\n      at org.jboss.aop.joinpoint.MethodInvocation.invokeNext(MethodInvocation.java:101)\n\n      at org.jboss.aspects.security.SecurityClientInterceptor.invoke(SecurityClientInterceptor.java:53)\n\n      at org.jboss.aop.joinpoint.MethodInvocation.invokeNext(MethodInvocation.java:101)\n\n      at org.jboss.ejb3.remoting.IsLocalInterceptor.invoke(IsLocalInterceptor.java:77)\n\n      at org.jboss.aop.joinpoint.MethodInvocation.invokeNext(MethodInvocation.java:101)\n\n      at org.jboss.ejb3.stateless.StatelessRemoteProxy.invoke(StatelessRemoteProxy.java:102)\n\n      ... 2 more\n\nCaused by: java.io.StreamCorruptedException: invalid type code: 00\n\n      at java.io.ObjectInputStream.readObject0(Unknown Source)\n\n      at java.io.ObjectInputStream.readArray(Unknown Source)\n\n      at java.io.ObjectInputStream.readObject0(Unknown Source)\n\n      at java.io.ObjectInputStream.defaultReadFields(Unknown Source)\n\n      at java.io.ObjectInputStream.readSerialData(Unknown Source)\n\n      at java.io.ObjectInputStream.readOrdinaryObject(Unknown Source)\n\n      at java.io.ObjectInputStream.readObject0(Unknown Source)\n\n      at java.io.ObjectInputStream.readObject(Unknown Source)\n\n      at org.jboss.aop.joinpoint.InvocationResponse.readExternal(InvocationResponse.java:122)\n\n      at java.io.ObjectInputStream.readExternalData(Unknown Source)\n\n      at java.io.ObjectInputStream.readOrdinaryObject(Unknown Source)\n\n      at java.io.ObjectInputStream.readObject0(Unknown Source)\n\n      at java.io.ObjectInputStream.defaultReadFields(Unknown Source)\n\n      at java.io.ObjectInputStream.readSerialData(Unknown Source)\n\n      at java.io.ObjectInputStream.readOrdinaryObject(Unknown Source)\n\n      at java.io.ObjectInputStream.readObject0(Unknown Source)\n\n      at java.io.ObjectInputStream.readObject(Unknown Source)\n\n      at org.jboss.remoting.serialization.impl.java.JavaSerializationManager.receiveObject(JavaSerializationManager.java:128)\n\n      at org.jboss.remoting.marshal.serializable.SerializableUnMarshaller.read(SerializableUnMarshaller.java:66)\n\n      at org.jboss.remoting.transport.socket.SocketClientInvoker.transport(SocketClientInvoker.java:279)\n\n      ... 14 more\n\n","Not able to access EJB3 from client running in jre1.6, while it works if client running in jre1.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c8850,7200,"When using a Mapping like this with Oracle:\n\n    @ManyToMany (cascade = CascadeType.ALL)\n    @JoinTable(name = ""T_TABLE_COLUMN"", \n        joinColumns = { @JoinColumn(name = ""tableName"") }, \n        inverseJoinColumns = { @JoinColumn(name = ""columnName"") })\n    @MapKey(name = ""columnName"")\n    private Map<String,ColumnDef> columns;\n\nFollowing SQLStatement produces an Oracle Error: ORA-00907: Rechte Klammer fehlt\n""  ... select a1.columnName from ColumnDef as a1  ... ""\nThe problem is is the 'as' keywort in the generated query. Oracle does not allow 'as'  for alias table names.\n\nDeploying of the ear works fine. The problem occurs, when trying to access the object. If List instead of Map collection mapping is used all works fine.\n\nThere is a simple source code example and ear distributable attached in order to reproduce the bug. \n\n\n",SQLGrammarException when Using Oracle and Map Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c886b,57600,,Allow injection of HibernateEntityManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c8895,14400,"Currently, EJB3/Hibernate cannot take advantage of using a second level\ncache based in optimistic locking in a EJB3 environment. We only have a \nTreeCacheProviderHook CacheProvider for pessimistic locking which \nmeans that if a customer wants to set up optimistic locking, it's forced to \nuse OptimisticTreeCacheProvider.\n\nHowever, this class was not designed for managed environments and \nends up creating another cache, so you end up with two caches for the \nsame job in the same instance which is wrong.\n\nI have created a OptimisticTreeCacheProviderHook which creates an \norg.hibernate.cache.OptimisticTreeCache based on the TreeCacheMBean \ninstance looked up. Please find attached.\n\nThis could be improved by creating a accessor method for \nTreeCacheProviderHook.cache, so that I can directly extend it rather \nthan reimplementing CacheProvider. But, I have followed the \nCacheProvider implementation path so that I can quickly send a \npatched jar to the customer containing just this class.",We need a optimistic locking version of TreeCacheProviderHook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c88a4,57600,,Port EJBTHREE-798 workaround to trunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c88b5,230400,"The current EJB3 deployers need to be refactored to be more in line with the VDF. This should make it possible to augment metadata from other sources (EAR, Profile etc).\n\n- EJB3ParsingDeployer : parses the xml to create metadata\n- EJB3JBossParsingDeployer: parses the jboss-xml to augment the metadata\n- EJB3ScanningDeployer: scan annotations to augments the metadata",Create a new set of EJB3 deployers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c88c1,288000,,Remove EJBTHREE-798 workaround once issue is fixed in Hibernate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c88c5,345600,"Container issue for tracking JBCLUSTER-150 related activities in the EJB3 project.\n\nSee JBCLUSTER-150 and the forum thread for details. Basically, problems occur replicating user classes used as fields in entities when JBoss Cache is used as the 2nd level cache and a scoped classloader is used.",Classloader problems replicating custom classes with JBoss Cache as 2nd level cache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c88ca,600,"For ejb3-entity-cache-service.xml and ejb3-clustered-sfsbcache-service.xml the ClusterName should include the partition name. Here is why:\n\nWe have 3 test instances and the two production cluster nodes within the same subnet (VLAN). The test instances have unique partition names (TEST1, TEST2, TEST3) and the production nodes share a common partition name (PROD).  In the default configuration all five nodes would form a cluster for the entity and SFSB caches. This would severely disrupt data consistency! We have solved this by including the partition name in the cluster name in the cache MBeans:\n\n    <attribute name=""ClusterName"">EJB3-entity-cache-${jboss.partition.name:DefaultPartition}</attribute>\n",Include partition name in cluster name of caches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c88cb,28800,"The repository-zip target's comp-version, like this (use appropriate version string):\n<target name=""repository-zip"" depends=""jars""\n    description=""Create the repository.jboss.com jboss/ejb3 component contents"">\n    <!-- The binary component version -->\n    <property name=""comp-version"" value=""1.0.0.CR9-jboss4.0.5"" />\n    <!-- Pack the ejb3.deployer -->\n    <zip destfile=""${build.lib}/ejb3-deployer.zip"">\n      <zipfileset dir=""${build.lib}"">\n        <include name=""ejb3.deployer/**"" />\n      </zipfileset>\n    </zip>\n    <!-- Create a zip file with the component structure -->\n    <zip destfile=""${build.lib}/jboss-ejb3-repo.zip"">\n      <!-- The component-info.xml -->\n      <zipfileset dir=""${build.etc}"" prefix=""${comp-version}"">\n        <include name=""component-info.xml"" />\n      </zipfileset>\n      <!-- The bin/ejb3.deployer -->\n      <zipfileset dir=""${build.lib}"" fullpath=""${comp-version}/bin/ejb3.deployer"">\n        <include name=""ejb3-deployer.zip"" />\n      </zipfileset>\n      <!-- The lib client jars -->\n      <zipfileset dir=""${build.lib}"" prefix=""${comp-version}/lib"">\n        <include name=""hibernate-client.jar"" />\n        <include name=""jboss-ejb3-client.jar"" />\n      </zipfileset>\n      <!-- The resources deploy descriptors -->\n      <zipfileset dir=""${build.lib}"" prefix=""${comp-version}/resources"">\n        <include name=""ejb3-clustered-sfsbcache-service.xml"" />\n        <include name=""ejb3-entity-cache-service.xml"" />\n        <include name=""ejb3-interceptors-aop.xml"" />\n      </zipfileset>\n    </zip>\n  </target>\n\n\nand ejb3\src\etc\component-info.xml (the version attribute):\n<project name=""jboss/ejb3-component-info"">\n\n   <component id=""jboss/ejb3""\n              licenseType=""lgpl""\n              version=""1.0.0.CR9-jboss4.0.5""\n              description=""The EJB3 deployer for integration with jboss-4.0.x"">\n\n      <artifact id=""ejb3-clustered-sfsbcache-service.xml""/>\n      <artifact id=""ejb3-entity-cache-service.xml""/>\n      <artifact id=""ejb3-interceptors-aop.xml""/>\n      <artifact id=""ejb3.deployer"" />\n      <artifact id=""hibernate-client.jar""/>\n      <artifact id=""jboss-ejb3-client.jar""/>\n\n      <import componentref=""javassist"">\n        <compatible version=""3.2.0.CR1""/>\n        <compatible version=""3.2.0.CR2""/>\n      </import>\n      <import componentref=""hibernate-annotations"">\n        <compatible version=""3.2.0.GA""/>\n      </import>\n      <import componentref=""hibernate-entitymanager"">\n        <compatible version=""3.2.0.GA""/>\n      </import>\n      <import componentref=""jboss/remoting"">\n        <compatible version=""1.4.1_final""/>\n        <compatible version=""1.4.2.GA""/>\n      </import>\n      <import componentref=""jboss/aop"">\n      	<compatible version=""1.5.1.GA""/>\n        <compatible version=""1.5.2.GA""/> <--------------- IS 1.5.2.GA COMPATIBLE?\n      </import>\n\n      <export>\n         <include input=""hibernate-client.jar""/>\n         <include input=""jboss-ejb3-client.jar""/>\n      </export>\n\n   </component>\n\n</project>\n",build.xml and component-info.xml - version numbers and imports need to be updated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c88cc,28800,This bites every user who tries to use Seam.,Default SFSB timeout should be longer than the default tomcat HttpSession timeout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c8926,86400,"Concurrency check is in the server interceptor, while identity is established in the proxy after the first call. So if the first call is concurrent no exception is thrown. (see unit test concurrent)",First concurrent call doesn't throw exception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c894b,57600,"I have created a test case to illustrate this for both SimpleStatefulCache and StatefulTreeCache, NestedBeanUnitTestCase (cache and clusteredsession). Basically, if we do this:\n\nbean.getXXX\nsleep(10000); // to passivate\nbean.getXXX; // to acitvate\nsleep(10000); // to passivate again\n\nThis will produce:\n\n2006-07-24 04:46:59,358 ERROR [org.jboss.ejb3.cache.simple.SimpleStatefulCache] problem passivation thread^M\njavax.ejb.EJBException: Could not passivate; failed to save state^M\n        at org.jboss.ejb3.cache.simple.StatefulSessionFilePersistenceManager.passivateSession(StatefulSessionFilePersistenceManager.java:363)^M\n        at org.jboss.ejb3.cache.simple.SimpleStatefulCache.passivate(SimpleStatefulCache.java:196)^M\n        at org.jboss.ejb3.cache.simple.SimpleStatefulCache$SessionTimeoutTask.run(SimpleStatefulCache.java:129)^M\nCaused by: java.lang.NullPointerException^M\n        at org.jboss.serial.util.StringUtil.calculateUTFSize(StringUtil.java:319)^M\n        at org.jboss.serial.util.StringUtil.saveString(StringUtil.java:63)^M\n        at org.jboss.serial.objectmetamodel.DataContainer$DataContainerDirectOutput.writeUTF(DataContainer.java:265)^M\n        at org.jboss.ejb3.stateful.StatefulBeanContextReference.writeExternal(StatefulBeanContextReference.java:65)^M\n        at org.jboss.serial.persister.ExternalizePersister.writeData(ExternalizePersister.java:58)^M\n        at org.jboss.serial.objectmetamodel.ObjectDescriptorFactory.describeObject(ObjectDescriptorFactory.java:275)^M\n        at org.jboss.serial.objectmetamodel.DataContainer$DataContainerDirectOutput.writeObject(DataContainer.java:197)^M\n        at org.jboss.serial.io.JBossObjectOutputStream.writeObjectOverride(JBossObjectOutputStream.java:181)^M\n        at java.io.ObjectOutputStream.writeObject(ObjectOutputStream.java:287)^M\n        at org.jboss.ejb3.cache.simple.StatefulSessionFilePersistenceManager.passivateSession(StatefulSessionFilePersistenceManager.java:347)^M\n        ... 2 more^M\n\nThis is caused by a bug from ProxiedStatefuleBeanContext serialization where we dont serialiaze parentRef if it is not null.",SFSB throws exception with second passivation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c895b,3600,"The EJB 3.0 specification section 5.4.16.1 states that the activation config property to specify durability or non-durability is named ""subscriptionDurability"". This property is not working in JBoss. Rather the property ""Durability"" must be set to gain the desired effect.","""Durability"" activation config property does not comply with the EJB 3.0 specification",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c896b,300,"In the boot(String configPath) method of the EJB3StandaloneBootstrap class following line:\nURL ejb3_interceptors = Thread.currentThread().getContextClassLoader().getResource(""ejb3-interceptors-aop.xml"");\nshould be change to \nURL ejb3_interceptors = Thread.currentThread().getContextClassLoader().getResource(basePath + ""ejb3-interceptors-aop.xml"");\n         ",Error while booting EJB3StandaloneBootstrap if config file are in another folder than root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c8971,300,Current HEAD revision for @EJB appears to be in conflict with the spec.\n\nsays:\nhttp://fisheye.labs.jboss.com/viewrep/JBoss/jboss-ejb3x/src/main/javax/ejb/EJB.java?r=1.4\n\nClass businessInterface() default java.lang.Object.class,\n\nshould say:\n\nClass beanInterface() default java.lang.Object.class,,Spec for @EJB calls for beanInterface not businessInterface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c8985,900,"The javadoc for the scan is ambiguous. Method appears only useable after checking the source. A (hopefully) useful update is provided in the patch\n\nIndex: EJB3StandaloneBootstrap.java\n===================================================================\nRCS file: /cvsroot/jboss/jboss-ejb3/src/main/org/jboss/ejb3/embedded/EJB3StandaloneBootstrap.java,v\nretrieving revision 1.19\ndiff -u -r1.19 EJB3StandaloneBootstrap.java\n--- EJB3StandaloneBootstrap.java	25 May 2006 17:56:53 -0000	1.19\n+++ EJB3StandaloneBootstrap.java	28 May 2006 21:15:22 -0000\n@@ -210,6 +210,11 @@\n     * Scan java.class.path System property for jars that contain EJB3 files.\n     * <p/>\n     * This is unportable and unreliable.  Use with caution.\n+    *\n+    * @param paths a list of paths separated by a <tt>,</tt>, which are\n+    *        included in the scanned path. <b>The given path is not included\n+    *        if it is not also part of the java.class.path\n+    *        System property.</b>\n     */\n    public static void scanClasspath(String paths)\n    {\n",Update to scanClasspath(String paths)  javadoc needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c8998,1800,"Node node = cache_.get(fqn);\nStatefulBeanContext bean = (StatefulBeanContext) node.getData().get(""bean"");\n\nBoth cache_.get(fqn) and node.getData() can return null.",Possible NPE in StatefulEvictionPolicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c89af,600,"The JaasSecurityManager in package org.jboss.security.plugins throws a nullpointer exception if no domain cache is set.\n\nThe operation:\n\n   public Principal getPrincipal(Principal principal)\n   {\n      Principal result = principal;\n      // Get the CallerPrincipal group member\n      synchronized( domainCache )\n      {...\n\ndoes not check if the domainCache is null. Therefore the exception is thrown (e.g. in jboss embedded 3.0-alpha-6, where no domain cache is set).\n\nThe correct operation should look like:\n\n   public Principal getPrincipal(Principal principal)\n   {\n      Principal result = principal;\n      // Get the CallerPrincipal group member\n      if(domainCache == null) \n         return principal;\n\n      synchronized( domainCache )\n      {\n         DomainInfo info = getCacheInfo(principal, false);\n         if( trace )\n            log.trace(""getPrincipal, cache info: ""+info);\n         if( info != null )\n         {\n            result = info.callerPrincipal;\n            // If the mapping did not have a callerPrincipal just use principal\n            if( result == null )\n               result = principal;\n            info.release();\n         }\n      }\n\n      return result;\n   }",The JaasSecurityManager in package org.jboss.security.plugins throws a nullpointer exception if no domain cache is set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c89de,7200,"Currently there are couple settings that we will change for the ejb3-clustered-sfsbcache-service.xml. Notable ones are: isolation level from READ_UNCOMMITTED to REPTEATABLE_READ, and cache mode from REPL_SYNC to REPL_ASYNC.\n\nIn addition, there are additions for eviction policy and cache loader settings changed for passivation.",Modify default setting for ejb3-clustered-sfsbcache-service.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
