description,storypoint,issuekey,dataset_name,treated_description_ml,treated_description_bert
Update developer guide to include Python 3 Update the developer guide to indicate that Python 3 must be supported and that code must run on Python 2.7 and 3.    This ticket will reference the tech note delivered as part of DM-6315. Writing extensive user documentation on the {{future}} package is beyond the scope of this ticket.,2,DM-6317,datamanagement,update developer guide include python update developer guide indicate python support code run python 2.7 ticket reference tech note deliver dm-6315 write extensive user documentation future package scope ticket,Update developer guide to include Python 3 Update the developer guide to indicate that Python 3 must be supported and that code must run on Python 2.7 and 3. This ticket will reference the tech note delivered as part of DM-6315. Writing extensive user documentation on the {{future}} package is beyond the scope of this ticket.
Port sconsUtils to Python 3 {{sconsUtils}} has to be modified to ensure it works with Python 3. Additionally SWIG calls must be changed to trigger Python 3 mode.,3,DM-6319,datamanagement,port sconsutil python sconsutils modify ensure work python additionally swig call change trigger python mode,Port sconsUtils to Python 3 {{sconsUtils}} has to be modified to ensure it works with Python 3. Additionally SWIG calls must be changed to trigger Python 3 mode.
Port utils to Python 3 Ensure that the {{utils}} package will work with Python 3.,2,DM-6320,datamanagement,port util python ensure util package work python,Port utils to Python 3 Ensure that the {{utils}} package will work with Python 3.
Port base package to Python 3 Ensure that {{base}} works with Python 3.,2,DM-6322,datamanagement,port base package python ensure base work python,Port base package to Python 3 Ensure that {{base}} works with Python 3.
Lead Python 3 migration at All Hands Meeting * Prepare for all hands meeting.  * Present plan to developers.  * Advise developers doing migration.  * Contribute fixes as required.,8,DM-6323,datamanagement,lead python migration hands meeting prepare hand meeting present plan developer advise developer migration contribute fix require,Lead Python 3 migration at All Hands Meeting * Prepare for all hands meeting. * Present plan to developers. * Advise developers doing migration. * Contribute fixes as required.
Replace BOOST_STATIC_ASSERT with static_assert Replace BOOST_STATIC_ASSERT with static_assert from C++11.,1,DM-6325,datamanagement,replace boost_static_assert static_assert replace boost_static_assert static_assert c++11,Replace BOOST_STATIC_ASSERT with static_assert Replace BOOST_STATIC_ASSERT with static_assert from C++11.
"reST roles for mock code references Add mock code reference roles so that authors can add semantics to their writing without attempting to make actual references to API documentation that does not _yet_ exist. Covers all roles in the Python domain, and supports tilde syntax for collapsing the namespace.",1,DM-6326,datamanagement,rest role mock code reference add mock code reference role author add semantic writing attempt actual reference api documentation exist cover role python domain support tilde syntax collapse namespace,"reST roles for mock code references Add mock code reference roles so that authors can add semantics to their writing without attempting to make actual references to API documentation that does not _yet_ exist. Covers all roles in the Python domain, and supports tilde syntax for collapsing the namespace."
"Shifting F16 milestones to S16 Per [~jbecla]'s request, provide Kevin with a list of milestones which we will not address in F16. Reschedule them to S16 in JIRA.",1,DM-6331,datamanagement,shift f16 milestone s16 ~jbecla request provide kevin list milestone address f16 reschedule s16 jira,"Shifting F16 milestones to S16 Per [~jbecla]'s request, provide Kevin with a list of milestones which we will not address in F16. Reschedule them to S16 in JIRA."
"Update LDM-151 introduction to reflect new structure Some proposals made on DM-6247 to change the structure of LDM-151 (add Algorithmic Components section, move overview into production-specific sections, add notation section to introduction) were accepted at the live meeting on 6/27.  This issue rewrites the introduction accordingly.",1,DM-6343,datamanagement,update ldm-151 introduction reflect new structure proposal dm-6247 change structure ldm-151 add algorithmic components section overview production specific section add notation section introduction accept live meeting 6/27 issue rewrite introduction accordingly,"Update LDM-151 introduction to reflect new structure Some proposals made on DM-6247 to change the structure of LDM-151 (add Algorithmic Components section, move overview into production-specific sections, add notation section to introduction) were accepted at the live meeting on 6/27. This issue rewrites the introduction accordingly."
Firefly Python API scope and decision Python API to use Firefly visualization components and other functions.   This story is to come up with a good plan for the rest of the development work to related to Python API. ,2,DM-6345,datamanagement,firefly python api scope decision python api use firefly visualization component function story come good plan rest development work relate python api,Firefly Python API scope and decision Python API to use Firefly visualization components and other functions. This story is to come up with a good plan for the rest of the development work to related to Python API.
User installation and operation instructions for conda  Create documentation for the Stack conda binaries created in DM-5415 as part of the Science Pipelines documentation,3,DM-6346,datamanagement,user installation operation instruction conda create documentation stack conda binary create dm-5415 science pipelines documentation,User installation and operation instructions for conda Create documentation for the Stack conda binaries created in DM-5415 as part of the Science Pipelines documentation
"Add FlagDecorator to support FlagHandler in Python DM-4009 added the C++ and swig changes needed to allow the FlagHandler to be used from Python.  During review, Nate suggested that a decorator class could be used to improve the use of this code in Python.  This ticket will be to review Nate's decorator and confirm that it is the correct model for Python-only plugins.    We will also modify the unit test in DM-4009 and the EmPsfApprox plugin in DM-6123 to use the decorator.",2,DM-6347,datamanagement,add flagdecorator support flaghandler python dm-4009 add c++ swig change need allow flaghandler python review nate suggest decorator class improve use code python ticket review nate decorator confirm correct model python plugin modify unit test dm-4009 empsfapprox plugin dm-6123 use decorator,"Add FlagDecorator to support FlagHandler in Python DM-4009 added the C++ and swig changes needed to allow the FlagHandler to be used from Python. During review, Nate suggested that a decorator class could be used to improve the use of this code in Python. This ticket will be to review Nate's decorator and confirm that it is the correct model for Python-only plugins. We will also modify the unit test in DM-4009 and the EmPsfApprox plugin in DM-6123 to use the decorator."
"Generate camera description at build time Camera geometry used to be defined using PAF (policy) files, which are now deprecated. As part of the transition to the refactored camera geometry scheme, scripts were introduced to convert from the PAF files to the new camera geometry configuration scheme which uses FITS files and a python file to describe the camera. These scripts are still part of the obs_* packages, and some people rely on them for making changes to the camera description. On the other hand, the generated FITS files and python file are also first-class members of the obs_* packages. This means that we have two sources of the same information, which is dangerous.    For obs_lsstSim, obs_decam, obs_cfht and obs_sdss, we want these scripts to be the primary source of information.  This means we should delete the generated files, and create them at build time.  We should also standardise the name of the script used to generate these.",3,DM-6350,datamanagement,generate camera description build time camera geometry define paf policy file deprecate transition refactored camera geometry scheme script introduce convert paf file new camera geometry configuration scheme use fits file python file describe camera script obs package people rely make change camera description hand generate fits file python file class member obs package mean source information dangerous obs_lsstsim obs_decam obs_cfht obs_sdss want script primary source information mean delete generate file create build time standardise script generate,"Generate camera description at build time Camera geometry used to be defined using PAF (policy) files, which are now deprecated. As part of the transition to the refactored camera geometry scheme, scripts were introduced to convert from the PAF files to the new camera geometry configuration scheme which uses FITS files and a python file to describe the camera. These scripts are still part of the obs_* packages, and some people rely on them for making changes to the camera description. On the other hand, the generated FITS files and python file are also first-class members of the obs_* packages. This means that we have two sources of the same information, which is dangerous. For obs_lsstSim, obs_decam, obs_cfht and obs_sdss, we want these scripts to be the primary source of information. This means we should delete the generated files, and create them at build time. We should also standardise the name of the script used to generate these."
"Use the HTM based reference catalogs in tests In order to move A.net out of meas_astrom to make it a true dependency, we need to replace its use in tests.",4,DM-6352,datamanagement,use htm base reference catalog test order a.net meas_astrom true dependency need replace use test,"Use the HTM based reference catalogs in tests In order to move A.net out of meas_astrom to make it a true dependency, we need to replace its use in tests."
Add linearity correction to obs_decam Add linearity correction from DM-5462 to obs_decam using the standard linearity tables.  ,4,DM-6356,datamanagement,add linearity correction obs_decam add linearity correction dm-5462 obs_decam standard linearity table,Add linearity correction to obs_decam Add linearity correction from DM-5462 to obs_decam using the standard linearity tables.
"Update ""Using Boost"" section in DM Developer Guide to prefer standard library by default Implement RFC-185 by updating the ""Using Boost"" section in DM Developer Guide to prefer standard library by default.",1,DM-6360,datamanagement,update boost section dm developer guide prefer standard library default implement rfc-185 update boost section dm developer guide prefer standard library default,"Update ""Using Boost"" section in DM Developer Guide to prefer standard library by default Implement RFC-185 by updating the ""Using Boost"" section in DM Developer Guide to prefer standard library by default."
Adjust version check of EUPS python package to allow v3 To enable Python 3 support of the stack the EUPS {{python}} stub package needs to allow Python 3.    ,1,DM-6368,datamanagement,adjust version check eups python package allow v3 enable python support stack eups python stub package need allow python,Adjust version check of EUPS python package to allow v3 To enable Python 3 support of the stack the EUPS {{python}} stub package needs to allow Python 3.
Test DIA simulation script with Postgres I will be useful to compare MySQL and Postgres performance for use in L1. After DM-6918 is complete (means works with MySQL) verify that it can also run against Postgres. ,5,DM-6369,datamanagement,test dia simulation script postgres useful compare mysql postgres performance use l1 dm-6918 complete mean work mysql verify run postgres,Test DIA simulation script with Postgres I will be useful to compare MySQL and Postgres performance for use in L1. After DM-6918 is complete (means works with MySQL) verify that it can also run against Postgres.
Improve skeleton for LDM-151 Algorithmic Components For all subsections in  Algorithms Components owned by [~jbosch]:   - Provide enough bullet points to capture scope.   - Add bullet points for subtly difficult aspects of components.   - Add extra level subsubsubsection level for Measurement.   - Create matrix of measurement algorithms and contexts.  ,1,DM-6373,datamanagement,improve skeleton ldm-151 algorithmic components subsection algorithms components own ~jbosch provide bullet point capture scope add bullet point subtly difficult aspect component add extra level subsubsubsection level measurement create matrix measurement algorithm context,Improve skeleton for LDM-151 Algorithmic Components For all subsections in Algorithms Components owned by [~jbosch]: - Provide enough bullet points to capture scope. - Add bullet points for subtly difficult aspects of components. - Add extra level subsubsubsection level for Measurement. - Create matrix of measurement algorithms and contexts.
Implement DAX containers Implement containerized DAX services,4,DM-6376,datamanagement,implement dax container implement containerize dax service,Implement DAX containers Implement containerized DAX services
Persist output of simple DCR correction DM-5695 will create transfer matrices stored as numpy arrays. This ticket extends that work to determine a useful format and write functionality to persist those arrays.,2,DM-6378,datamanagement,persist output simple dcr correction dm-5695 create transfer matrix store numpy array ticket extend work determine useful format write functionality persist array,Persist output of simple DCR correction DM-5695 will create transfer matrices stored as numpy arrays. This ticket extends that work to determine a useful format and write functionality to persist those arrays.
"Investigate CAOM Investigate observation model interfaces and storage, and applicability of CAOM",4,DM-6379,datamanagement,investigate caom investigate observation model interface storage applicability caom,"Investigate CAOM Investigate observation model interfaces and storage, and applicability of CAOM"
ADQL support in dbserv Work on understanding coordinate systems in ADQL and implement the ADQL->qserv rewriter,6,DM-6381,datamanagement,adql support dbserv work understand coordinate system adql implement adql->qserv rewriter,ADQL support in dbserv Work on understanding coordinate systems in ADQL and implement the ADQL->qserv rewriter
Generate template DCR images DM-5695 will create transfer matrices that can be used to create template images of a field at arbitrary airmass. This ticket is to write the code to generate and persist those template images.,4,DM-6382,datamanagement,generate template dcr image dm-5695 create transfer matrix create template image field arbitrary airmass ticket write code generate persist template image,Generate template DCR images DM-5695 will create transfer matrices that can be used to create template images of a field at arbitrary airmass. This ticket is to write the code to generate and persist those template images.
"Use template DCR images for image differencing DM-6382 creates template images of a field at arbitrary airmasses, which can be used to match the template airmass to the science image precisely to mitigate Differential Chromatic Refraction in image differencing. This ticket is to determine the best method to supply the new templates to image differencing, which may be simply to create a new exposure and ingest/process the template as though it were a real observation.",2,DM-6383,datamanagement,use template dcr image image differencing dm-6382 create template image field arbitrary airmasse match template airmass science image precisely mitigate differential chromatic refraction image differencing ticket determine good method supply new template image differencing simply create new exposure ingest process template real observation,"Use template DCR images for image differencing DM-6382 creates template images of a field at arbitrary airmasses, which can be used to match the template airmass to the science image precisely to mitigate Differential Chromatic Refraction in image differencing. This ticket is to determine the best method to supply the new templates to image differencing, which may be simply to create a new exposure and ingest/process the template as though it were a real observation."
Create CLI tool to add mac users. Create a CLI script to add and delete Mac OS X users. Somehow this is a many step process on Mac OS X.,1,DM-6385,datamanagement,create cli tool add mac user create cli script add delete mac os user step process mac os x.,Create CLI tool to add mac users. Create a CLI script to add and delete Mac OS X users. Somehow this is a many step process on Mac OS X.
Deploy Conda repository to S3 Deploy conda binaries to s3 using their static website feature. http://conda.lsst.codes/stack/current.,4,DM-6387,datamanagement,deploy conda repository s3 deploy conda binary s3 static website feature http://conda.lsst.codes/stack/current,Deploy Conda repository to S3 Deploy conda binaries to s3 using their static website feature. http://conda.lsst.codes/stack/current.
Create Ansible automation to run the conda build Create an Ansible deploy to automate Conda binary builds. Target Mac OS X and CentOS5.,5,DM-6388,datamanagement,create ansible automation run conda build create ansible deploy automate conda binary build target mac os centos5,Create Ansible automation to run the conda build Create an Ansible deploy to automate Conda binary builds. Target Mac OS X and CentOS5.
Create CentOS5 Conda binaries Create CentOS5 conda binary builds using docker then push them to the S3 static website.,2,DM-6389,datamanagement,create centos5 conda binarie create centos5 conda binary build docker push s3 static website,Create CentOS5 Conda binaries Create CentOS5 conda binary builds using docker then push them to the S3 static website.
Text on variability characterization for LDM-151 Expand the variability characterization algorithmic section of LDM-151.,1,DM-6392,datamanagement,text variability characterization ldm-151 expand variability characterization algorithmic section ldm-151,Text on variability characterization for LDM-151 Expand the variability characterization algorithmic section of LDM-151.
Data Backbone conops iteration 1: create raw draft (internal) Write a raw draft of the concept of operations for data backbone services. In this iteration the document is developed in Google docs following the ConOps template.,3,DM-6395,datamanagement,data backbone conop iteration create raw draft internal write raw draft concept operation datum backbone service iteration document develop google doc follow conops template,Data Backbone conops iteration 1: create raw draft (internal) Write a raw draft of the concept of operations for data backbone services. In this iteration the document is developed in Google docs following the ConOps template.
"Data Backbone conops iteration 2: group review to produce first draft Review raw draft of concept of operations for the data backbone services to work through underdeveloped areas, clear up uncertainties, and make readable.",2,DM-6396,datamanagement,data backbone conop iteration group review produce draft review raw draft concept operation data backbone service work underdeveloped area clear uncertainty readable,"Data Backbone conops iteration 2: group review to produce first draft Review raw draft of concept of operations for the data backbone services to work through underdeveloped areas, clear up uncertainties, and make readable."
"Data Backbone conops iteration 3: larger review to produce second draft Review first draft of data backbone services conops within Data Processing Architecture working group, bringing in relevant experts.    Input from review is incorporated into a second draft.",6,DM-6397,datamanagement,data backbone conop iteration large review produce second draft review draft datum backbone service conop data processing architecture working group bring relevant expert input review incorporate second draft,"Data Backbone conops iteration 3: larger review to produce second draft Review first draft of data backbone services conops within Data Processing Architecture working group, bringing in relevant experts. Input from review is incorporated into a second draft."
"Data Backbone conops formatting: convert second draft to reStructuredText When the data backbone services conops is in a solid state, convert the Google doc to reStructuredText following DM's documentation versioning process.",2,DM-6398,datamanagement,data backbone conop format convert second draft restructuredtext data backbone service conop solid state convert google doc restructuredtext follow dm documentation versioning process,"Data Backbone conops formatting: convert second draft to reStructuredText When the data backbone services conops is in a solid state, convert the Google doc to reStructuredText following DM's documentation versioning process."
"DM replanning: participation in PM working group Participation in Project Management working group for DM replanning.    Deliverable: Deliverables to PM working group.  Staff: Santanu Chaudhuri, Don Petravick, Margaret Johnson  Effort: 3 days  Planned Start: 6/1/2016  Planned End: 6/30/2016",6,DM-6403,datamanagement,dm replanne participation pm working group participation project management working group dm replanne deliverable deliverable pm working group staff santanu chaudhuri don petravick margaret johnson effort day planned start 6/1/2016 planned end 6/30/2016,"DM replanning: participation in PM working group Participation in Project Management working group for DM replanning. Deliverable: Deliverables to PM working group. Staff: Santanu Chaudhuri, Don Petravick, Margaret Johnson Effort: 3 days Planned Start: 6/1/2016 Planned End: 6/30/2016"
"Python 3 migration work Migrate existing packages in the LSST stack to support Python 3 compatibility. Some work will occur during the All-Hands meeting.    Deliverable: Migration of existing packages for Python 3 compatibility  Staff: Steve Petrowicz, Jim Parsons, Matias Carrasco-Kind, Mikolaj Kowalik, Hsin-Fang Chiang  Effort: 1 days  Planned Start: 8/1/2016  Planned End: 8/31/2016",2,DM-6422,datamanagement,python migration work migrate exist package lsst stack support python compatibility work occur hands meeting deliverable migration exist package python compatibility staff steve petrowicz jim parsons matias carrasco kind mikolaj kowalik hsin fang chiang effort day planned start 8/1/2016 planned end 8/31/2016,"Python 3 migration work Migrate existing packages in the LSST stack to support Python 3 compatibility. Some work will occur during the All-Hands meeting. Deliverable: Migration of existing packages for Python 3 compatibility Staff: Steve Petrowicz, Jim Parsons, Matias Carrasco-Kind, Mikolaj Kowalik, Hsin-Fang Chiang Effort: 1 days Planned Start: 8/1/2016 Planned End: 8/31/2016"
Analyze existing implementation of Supertask Look through the code base of current prototype of Supertask and Activator to understand better limits of existing design of data processing task and how they are being addressed.,6,DM-6425,datamanagement,analyze exist implementation supertask look code base current prototype supertask activator understand well limit exist design datum processing task address,Analyze existing implementation of Supertask Look through the code base of current prototype of Supertask and Activator to understand better limits of existing design of data processing task and how they are being addressed.
Understand how EUPS works Read Developer's Guide tutorial and official documentation of EUPS to understand how it works to manage Stack's packages easily.,2,DM-6426,datamanagement,understand eups work read developer guide tutorial official documentation eups understand work manage stack package easily,Understand how EUPS works Read Developer's Guide tutorial and official documentation of EUPS to understand how it works to manage Stack's packages easily.
Data Backbone: produce abstract API to ingest data into L1 archive  Implement an abstract API to ingest data into the L1 archive in the Data Backbone.    Deliverable: abstract API in github  Staff: Steve Pietrowicz  Effort: 4 days  Planned Start: 6/1/2016  Planned End: 6/30/2016,8,DM-6427,datamanagement,data backbone produce abstract api ingest datum l1 archive implement abstract api ingest datum l1 archive data backbone deliverable abstract api github staff steve pietrowicz effort day planned start 6/1/2016 planned end 6/30/2016,Data Backbone: produce abstract API to ingest data into L1 archive Implement an abstract API to ingest data into the L1 archive in the Data Backbone. Deliverable: abstract API in github Staff: Steve Pietrowicz Effort: 4 days Planned Start: 6/1/2016 Planned End: 6/30/2016
Produce evaluation report WAN data interchange evaluation report.,5,DM-6433,datamanagement,produce evaluation report wan data interchange evaluation report,Produce evaluation report WAN data interchange evaluation report.
Convert GWT projection and Coorindate Conversion routine to JavaScript convert Booth's projection code and Judy Bennet's coordinate conversion routines to pure javascript  ,8,DM-6437,datamanagement,convert gwt projection coorindate conversion routine javascript convert booth projection code judy bennet coordinate conversion routine pure javascript,Convert GWT projection and Coorindate Conversion routine to JavaScript convert Booth's projection code and Judy Bennet's coordinate conversion routines to pure javascript
Remove GWT from build After the code is tested remove the GWT from the build. Should check with [~roby] to make sure the boolean to enable GWT has been removed from VisUtil.js and WebPlot.js,4,DM-6439,datamanagement,remove gwt build code test remove gwt build check ~roby sure boolean enable gwt remove visutil.js webplot.js,Remove GWT from build After the code is tested remove the GWT from the build. Should check with [~roby] to make sure the boolean to enable GWT has been removed from VisUtil.js and WebPlot.js
May 2016 LAAIM work Gave input on IAM design for FY16 Integration Environment.  Discussed IAM replication requirements with stakeholders.  Attended local NCSA LSST coordination meeting.,4,DM-6440,datamanagement,2016 laaim work give input iam design fy16 integration environment discuss iam replication requirement stakeholder attend local ncsa lsst coordination meeting,May 2016 LAAIM work Gave input on IAM design for FY16 Integration Environment. Discussed IAM replication requirements with stakeholders. Attended local NCSA LSST coordination meeting.
Create Ansible automation to run the conda build Complete Ansible implementation started in DM-6388.,4,DM-6441,datamanagement,create ansible automation run conda build complete ansible implementation start dm-6388,Create Ansible automation to run the conda build Complete Ansible implementation started in DM-6388.
Verification CoDR preparation Just capturing FE's SPs  towards this. ,6,DM-6445,datamanagement,verification codr preparation capture fe sp,Verification CoDR preparation Just capturing FE's SPs towards this.
"Remove boost dependencies where possible In X16/DM-5580, we removed Boost from a number of packages. However, we may not have rigorously updated their dependency lists to indicate where Boost is no longer required. Please do so.",1,DM-6446,datamanagement,remove boost dependency possible x16 dm-5580 remove boost number package rigorously update dependency list indicate boost long require,"Remove boost dependencies where possible In X16/DM-5580, we removed Boost from a number of packages. However, we may not have rigorously updated their dependency lists to indicate where Boost is no longer required. Please do so."
"create description of features in storage APIs The APIs for the storage brokers we're looking into are similar, but don't have a 1-1 correspondence.  Write up the features offered by the APIs, and see where there is overlap.",4,DM-6456,datamanagement,create description feature storage api api storage broker look similar correspondence write feature offer api overlap,"create description of features in storage APIs The APIs for the storage brokers we're looking into are similar, but don't have a 1-1 correspondence. Write up the features offered by the APIs, and see where there is overlap."
"Please provide how-to-reproduce instructions for LSST/HSC comparison epics For all the stories describing comparisons between HSC and LSST results (notably DM-5301 and DM-5827), please provide instructions describing the steps to reproduce the comparison. In particular, include:    * A list of any tweaks that had to be applied to the code;  * Non-default configuration options;  * Exactly which comparisons were made.",2,DM-6463,datamanagement,provide reproduce instruction lsst hsc comparison epic story describe comparison hsc lsst result notably dm-5301 dm-5827 provide instruction describe step reproduce comparison particular include list tweak apply code non default configuration option exactly comparison,"Please provide how-to-reproduce instructions for LSST/HSC comparison epics For all the stories describing comparisons between HSC and LSST results (notably DM-5301 and DM-5827), please provide instructions describing the steps to reproduce the comparison. In particular, include: * A list of any tweaks that had to be applied to the code; * Non-default configuration options; * Exactly which comparisons were made."
"Compare CModel results from LSST and HSC Demonstrate that the HSC and LSST stacks produce consistent results for CModel measurement. Account for (and fix, where relevant) differences.",4,DM-6464,datamanagement,compare cmodel result lsst hsc demonstrate hsc lsst stack produce consistent result cmodel measurement account fix relevant difference,"Compare CModel results from LSST and HSC Demonstrate that the HSC and LSST stacks produce consistent results for CModel measurement. Account for (and fix, where relevant) differences."
"Compare Kron results from LSST and HSC Demonstrate that the HSC and LSST stacks produce consistent results for Kron measurement. Account for (and fix, if relevant) any differences.",4,DM-6465,datamanagement,compare kron result lsst hsc demonstrate hsc lsst stack produce consistent result kron measurement account fix relevant difference,"Compare Kron results from LSST and HSC Demonstrate that the HSC and LSST stacks produce consistent results for Kron measurement. Account for (and fix, if relevant) any differences."
"Compare meas_mosaic-ed HSC and LSST coadds The previous comparison of coadds on HSC and LSST was performed without an operable LSST-based meas_mosaic. When one becomes available, demonstrate that mosaicking is consistent between HSC and LSST; describe, account for, and (where possible) correct differences.",5,DM-6466,datamanagement,compare meas_mosaic ed hsc lsst coadd previous comparison coadd hsc lsst perform operable lsst base meas_mosaic available demonstrate mosaicking consistent hsc lsst describe account possible correct difference,"Compare meas_mosaic-ed HSC and LSST coadds The previous comparison of coadds on HSC and LSST was performed without an operable LSST-based meas_mosaic. When one becomes available, demonstrate that mosaicking is consistent between HSC and LSST; describe, account for, and (where possible) correct differences."
"Account for noise replacement differences between LSST and HSC In DM-5827, [~rearmstr] wrote:  {quote}  In most of these plots you can see some scatter at relatively bright magnitudes... These are likely getting different pixel values when we replace objects with noise which is causing these changes.  {quote}  Check that this is the case, and, if so, explain why the noise replacement is different.",5,DM-6467,datamanagement,account noise replacement difference lsst hsc dm-5827 ~rearmstr write quote plot scatter relatively bright magnitude likely get different pixel value replace object noise cause change quote check case explain noise replacement different,"Account for noise replacement differences between LSST and HSC In DM-5827, [~rearmstr] wrote: {quote} In most of these plots you can see some scatter at relatively bright magnitudes... These are likely getting different pixel values when we replace objects with noise which is causing these changes. {quote} Check that this is the case, and, if so, explain why the noise replacement is different."
"convert jenkins-ebs-snapshot job to use credentials for aws keys At present, this job is being templated by puppet to inject the keys in plain text which are they converted by jenkins to stored secrets if/when the job is edited and resaved via the jenkins UI.  This means that the credentials may be leaked.",1,DM-6470,datamanagement,convert jenkins ebs snapshot job use credential aw key present job template puppet inject key plain text convert jenkin store secret job edit resave jenkins ui mean credential leak,"convert jenkins-ebs-snapshot job to use credentials for aws keys At present, this job is being templated by puppet to inject the keys in plain text which are they converted by jenkins to stored secrets if/when the job is edited and resaved via the jenkins UI. This means that the credentials may be leaked."
"Conda eups packages don't work if eups is already configured When [~tjenness] attempted to use the Conda repository he ran into a problem installing and using the packages because he already had an active EUPS_DIR and EUPS_PATH.    When the eups package is installed and linked, it should warn users when these environment variables are set.    I'm open to another solution but would prefer it doesn't change the eups package behavior. Changing behavior goes against the best practices for Conda and more generally packaging.",1,DM-6471,datamanagement,conda eup package work eup configure ~tjenness attempt use conda repository run problem instal package active eups_dir eups_path eup package instal link warn user environment variable set open solution prefer change eup package behavior change behavior go good practice conda generally package,"Conda eups packages don't work if eups is already configured When [~tjenness] attempted to use the Conda repository he ran into a problem installing and using the packages because he already had an active EUPS_DIR and EUPS_PATH. When the eups package is installed and linked, it should warn users when these environment variables are set. I'm open to another solution but would prefer it doesn't change the eups package behavior. Changing behavior goes against the best practices for Conda and more generally packaging."
"Possible image related issues in firefly viewer Image Meta Data tab  * images cannot be remove, but in expanded mode, it can.  * selecting image no longer highlight table.  the reverse works fine.  * visualize/saga/ImageMetaDataWatcher.js:272 returns -1.  * when a non-meta table is selected, images are shown, but not the toolbar.  * after table is removed, images are still there.    image external api does not mix well with firefly viewer.  * firefly viewer uses 'triViewImages’ viewer_id while api has no viewer_id.  as a result, images loaded by api will be lost once table or other searched data are returned.    catalog overlay are drawn outside of the images.    more issues:    - It's possible to select distance tool and then area selection. First drag would define area selection, all the following line. A click would be defining a 0 length line, even if point selection is enabled.  ",8,DM-6473,datamanagement,possible image relate issue firefly view image meta data tab image remove expand mode select image long highlight table reverse work fine visualize saga imagemetadatawatcher.js:272 return -1 non meta table select image show toolbar table remove image image external api mix firefly viewer firefly viewer use triviewimage viewer_id api viewer_id result image load api lose table search datum return catalog overlay draw outside image issue possible select distance tool area selection drag define area selection follow line click define length line point selection enable,"Possible image related issues in firefly viewer Image Meta Data tab * images cannot be remove, but in expanded mode, it can. * selecting image no longer highlight table. the reverse works fine. * visualize/saga/ImageMetaDataWatcher.js:272 returns -1. * when a non-meta table is selected, images are shown, but not the toolbar. * after table is removed, images are still there. image external api does not mix well with firefly viewer. * firefly viewer uses 'triViewImages viewer_id while api has no viewer_id. as a result, images loaded by api will be lost once table or other searched data are returned. catalog overlay are drawn outside of the images. more issues: - It's possible to select distance tool and then area selection. First drag would define area selection, all the following line. A click would be defining a 0 length line, even if point selection is enabled."
"Restore star selector registry Restore the registry for star selectors that was lost in DM-5532, now that tasks in registries can be used as subtasks.    Also use the registry where appropriate.",2,DM-6474,datamanagement,restore star selector registry restore registry star selector lose dm-5532 task registry subtask use registry appropriate,"Restore star selector registry Restore the registry for star selectors that was lost in DM-5532, now that tasks in registries can be used as subtasks. Also use the registry where appropriate."
Install conda psutil instead of LSST's version [~tjenness] requests that conda-lsst uses Conda's psutil. Currently we use our own version.,1,DM-6475,datamanagement,install conda psutil instead lsst version ~tjenness request conda lsst use conda psutil currently use version,Install conda psutil instead of LSST's version [~tjenness] requests that conda-lsst uses Conda's psutil. Currently we use our own version.
Report and work around conda repository change This needs to be worked around by either using a different version of conda-build or addressing the changes to the conda recipe structure. I also want to comment and/or create an issue on conda-build so they know that such changes are affecting users.    See:    https://github.com/conda/conda-build/issues/1003  https://github.com/conda/conda-build/pull/1004    https://github.com/conda/conda-build/commit/b4ec0e0659d8f376042d4fc391616bf235996cf5    [Mario fixed it|https://github.com/mjuric/conda-lsst/commit/6a552b6f9cada2530681cfdc4a9f67add261ff99] but that fix will be broken as soon as conda-build #1004 is merged.,1,DM-6476,datamanagement,report work conda repository change need work different version conda build address change conda recipe structure want comment and/or create issue conda build know change affect user https://github.com/conda/conda-build/issues/1003 https://github.com/conda/conda-build/pull/1004 https://github.com/conda/conda-build/commit/b4ec0e0659d8f376042d4fc391616bf235996cf5 mario fix it|https://github.com mjuric conda lsst commit/6a552b6f9cada2530681cfdc4a9f67add261ff99 fix break soon conda build 1004 merge,Report and work around conda repository change This needs to be worked around by either using a different version of conda-build or addressing the changes to the conda recipe structure. I also want to comment and/or create an issue on conda-build so they know that such changes are affecting users. See: https://github.com/conda/conda-build/issues/1003 https://github.com/conda/conda-build/pull/1004 https://github.com/conda/conda-build/commit/b4ec0e0659d8f376042d4fc391616bf235996cf5 [Mario fixed it|https://github.com/mjuric/conda-lsst/commit/6a552b6f9cada2530681cfdc4a9f67add261ff99] but that fix will be broken as soon as conda-build #1004 is merged.
